Rank,player,club,age,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating
113,Jubal,Vitoria de Guimaraes,24,23(1),2079,1,-,8,1,0.5,79.6,2.8,-,6.78
114,William,Chaves,26,25(3),2268,11,1,2,-,1.3,75.4,1.9,3,6.77
115,Paulo Machado,Aves,32,16(7),1439,4,3,5,-,1.6,80.3,0.4,1,6.77
116,Goncalo Silva,Belenenses,27,32,2880,-,-,1,-,0.6,77.5,1.5,1,6.76
117,Allano,Estoril,23,18(11),1868,5,1,9,1,1.2,75.1,0.4,1,6.76
118,Rui Patricio,Sporting CP,30,34,3060,-,-,4,-,-,70.7,0.2,1,6.76
119,Renato Santos,Boavista,26,22(3),1983,5,1,3,-,1.3,73.2,0.6,2,6.75
120,Amilton,Aves,28,25(4),2238,3,3,6,1,1.4,65.4,1.8,2,6.75
111,Nelson Lenho,Aves,34,22,1904,-,2,9,-,-,72.4,0.5,-,6.78
112,Joao Talocha,Boavista,28,30,2700,1,2,5,-,0.4,72,1.6,1,6.78
113,Jubal,Vitoria de Guimaraes,24,23(1),2079,1,-,8,1,0.5,79.6,2.8,-,6.78
114,William,Chaves,26,25(3),2268,11,1,2,-,1.3,75.4,1.9,3,6.77
115,Paulo Machado,Aves,32,16(7),1439,4,3,5,-,1.6,80.3,0.4,1,6.77
116,Goncalo Silva,Belenenses,27,32,2880,-,-,1,-,0.6,77.5,1.5,1,6.76
117,Allano,Estoril,23,18(11),1868,5,1,9,1,1.2,75.1,0.4,1,6.76
118,Rui Patricio,Sporting CP,30,34,3060,-,-,4,-,-,70.7,0.2,1,6.76
119,Renato Santos,Boavista,26,22(3),1983,5,1,3,-,1.3,73.2,0.6,2,6.75
120,Amilton,Aves,28,25(4),2238,3,3,6,1,1.4,65.4,1.8,2,6.75
121,Carraca,Boavista,25,26(1),2288,3,2,7,-,0.8,71.3,1,2,6.75
122,Ricardo Costa,Tondela,37,32,2880,2,-,7,-,0.8,74,2.6,2,6.74
123,Djavan,Chaves,30,23,1934,1,-,2,-,0.3,86.6,0.7,1,6.74
124,Antonio Filipe,Chaves,33,16,1440,-,-,-,-,-,61.8,0.4,1,6.74
125,Pierre Sagna,Moreirense,27,27,2365,-,-,6,-,0.1,66.8,1.6,-,6.73
126,Bryan Ruiz,Sporting CP,32,11(9),1015,2,1,2,-,0.8,82.1,0.8,1,6.73
127,Stephane Sparagna,Boavista,23,20(2),1791,-,-,10,-,0.3,75.3,1.7,-,6.73
128,Diego Galo,Aves,34,29(1),2514,-,-,1,-,0.3,73.8,1.9,-,6.73
129,Jean Cleber,Maritimo,28,26(4),2370,1,6,5,-,0.6,77.9,0.9,-,6.72
130,Joao Silva,Feirense,28,27(3),2459,6,1,3,-,1.3,52.1,4.9,4,6.72
121,Carraca,Boavista,25,26(1),2288,3,2,7,-,0.8,71.3,1,2,6.75
122,Ricardo Costa,Tondela,37,32,2880,2,-,7,-,0.8,74,2.6,2,6.74
123,Djavan,Chaves,30,23,1934,1,-,2,-,0.3,86.6,0.7,1,6.74
124,Antonio Filipe,Chaves,33,16,1440,-,-,-,-,-,61.8,0.4,1,6.74
125,Pierre Sagna,Moreirense,27,27,2365,-,-,6,-,0.1,66.8,1.6,-,6.73
126,Bryan Ruiz,Sporting CP,32,11(9),1015,2,1,2,-,0.8,82.1,0.8,1,6.73
127,Stephane Sparagna,Boavista,23,20(2),1791,-,-,10,-,0.3,75.3,1.7,-,6.73
128,Diego Galo,Aves,34,29(1),2514,-,-,1,-,0.3,73.8,1.9,-,6.73
129,Jean Cleber,Maritimo,28,26(4),2370,1,6,5,-,0.6,77.9,0.9,-,6.72
130,Joao Silva,Feirense,28,27(3),2459,6,1,3,-,1.3,52.1,4.9,4,6.72
131,Mario Felgueiras,Pacos de Ferreira,31,20,1792,-,-,3,-,-,43.4,0.4,1,6.72
132,Fabio Martins,Braga,24,10(17),1116,5,4,2,-,1.2,75.4,0.2,2,6.72
133,Pedrinho,Pacos de Ferreira,25,32,2859,3,1,6,-,1.7,72.1,0.7,1,6.72
134,Ruben Fernandes,Portimonense,32,33,2970,4,1,5,-,0.4,81.5,1.8,-,6.72
135,Bruno dos Santos,Pacos de Ferreira,25,22(1),1947,-,-,7,1,0.5,71,1.4,1,6.71
136,Kleber,Estoril,28,16(1),1395,6,-,6,-,2.6,69.4,3.7,1,6.71
137,Falcao,Aves,23,19(9),1767,1,-,4,-,0.6,74.6,1.2,2,6.71
138,Murilo,Tondela,22,20(3),1641,7,1,4,1,1.6,63.9,0.1,2,6.70
139,Hassan Yebda,Belenenses,34,22(3),1999,3,1,7,3,0.8,83.4,2.6,3,6.70
140,Tarantini,Rio Ave,34,30(1),2695,1,1,11,-,0.8,77.9,2.3,1,6.70
131,Mario Felgueiras,Pacos de Ferreira,31,20,1792,-,-,3,-,-,43.4,0.4,1,6.72
132,Fabio Martins,Braga,24,10(17),1116,5,4,2,-,1.2,75.4,0.2,2,6.72
133,Pedrinho,Pacos de Ferreira,25,32,2859,3,1,6,-,1.7,72.1,0.7,1,6.72
134,Ruben Fernandes,Portimonense,32,33,2970,4,1,5,-,0.4,81.5,1.8,-,6.72
135,Bruno dos Santos,Pacos de Ferreira,25,22(1),1947,-,-,7,1,0.5,71,1.4,1,6.71
136,Kleber,Estoril,28,16(1),1395,6,-,6,-,2.6,69.4,3.7,1,6.71
137,Falcao,Aves,23,19(9),1767,1,-,4,-,0.6,74.6,1.2,2,6.71
138,Murilo,Tondela,22,20(3),1641,7,1,4,1,1.6,63.9,0.1,2,6.70
139,Hassan Yebda,Belenenses,34,22(3),1999,3,1,7,3,0.8,83.4,2.6,3,6.70
140,Tarantini,Rio Ave,34,30(1),2695,1,1,11,-,0.8,77.9,2.3,1,6.70
141,Iker Casillas,FC Porto,37,19(1),1755,-,-,-,-,-,70.1,0.2,-,6.70
142,Fernando Fonseca,Estoril,21,16(3),1555,-,1,5,-,0.4,76.1,0.7,1,6.70
143,Luis Rocha,Feirense,31,23(2),2038,5,-,5,1,0.5,69.3,2.6,-,6.70
144,Vagner,Boavista,32,34,3060,-,-,4,-,-,54.5,0.4,1,6.70
145,Dyego Sousa,Braga,28,6(12),565,8,-,1,-,1.9,67.7,1.4,-,6.69
146,Lionn,Rio Ave,29,28,2350,-,-,4,-,0.4,80.7,0.6,-,6.69
147,Francisco Geraldes,Rio Ave,23,27(3),2320,3,5,6,1,1.7,75.9,-,1,6.68
148,Ricardo Valente,Maritimo,27,29(3),2378,8,3,4,-,1.6,73.1,0.8,2,6.68
149,David Bruno,Tondela,26,31(1),2662,-,4,4,-,0.2,69.9,0.4,-,6.68
150,Joao Amaral,Vitoria de Setubal,26,28(5),2259,9,2,2,-,1.8,67.9,0.2,2,6.67
141,Iker Casillas,FC Porto,37,19(1),1755,-,-,-,-,-,70.1,0.2,-,6.70
142,Fernando Fonseca,Estoril,21,16(3),1555,-,1,5,-,0.4,76.1,0.7,1,6.70
143,Luis Rocha,Feirense,31,23(2),2038,5,-,5,1,0.5,69.3,2.6,-,6.70
144,Vagner,Boavista,32,34,3060,-,-,4,-,-,54.5,0.4,1,6.70
145,Dyego Sousa,Braga,28,6(12),565,8,-,1,-,1.9,67.7,1.4,-,6.69
146,Lionn,Rio Ave,29,28,2350,-,-,4,-,0.4,80.7,0.6,-,6.69
147,Francisco Geraldes,Rio Ave,23,27(3),2320,3,5,6,1,1.7,75.9,-,1,6.68
148,Ricardo Valente,Maritimo,27,29(3),2378,8,3,4,-,1.6,73.1,0.8,2,6.68
149,David Bruno,Tondela,26,31(1),2662,-,4,4,-,0.2,69.9,0.4,-,6.68
150,Joao Amaral,Vitoria de Setubal,26,28(5),2259,9,2,2,-,1.8,67.9,0.2,2,6.67
151,Iago Santos,Moreirense,26,17(2),1584,1,-,3,-,0.4,75.4,2.6,-,6.66
152,Lumor Agbenyenu,Portimonense,21,17,1515,-,1,-,-,0.6,80.6,0.5,-,6.66
153,Jefferson,Chaves,25,25(1),1895,-,-,4,-,0.5,85.6,2.8,-,6.66
154,Tyler Boyd,Tondela,23,14(13),1436,5,2,1,-,1.1,72.2,0.9,1,6.65
155,Andre Sousa,Belenenses,27,27(3),2174,3,-,9,-,1.2,77.1,0.6,-,6.65
156,Vitor Gomes,Aves,30,26(2),2083,2,2,6,-,0.8,70.5,0.9,-,6.65
157,Edson,Feirense,26,24(3),2029,1,2,5,-,1.3,66.8,0.3,-,6.64
158,Fabio Espinho,Boavista,32,33,2754,4,5,7,-,1.3,80.1,0.8,-,6.64
159,Antonio Xavier,Pacos de Ferreira,25,32(1),2636,-,8,4,-,0.9,74.4,0.3,1,6.64
160,Jean Sony Alcenat,Feirense,32,28,2460,-,1,5,1,0.2,69.2,0.7,-,6.63
151,Iago Santos,Moreirense,26,17(2),1584,1,-,3,-,0.4,75.4,2.6,-,6.66
152,Lumor Agbenyenu,Portimonense,21,17,1515,-,1,-,-,0.6,80.6,0.5,-,6.66
153,Jefferson,Chaves,25,25(1),1895,-,-,4,-,0.5,85.6,2.8,-,6.66
154,Tyler Boyd,Tondela,23,14(13),1436,5,2,1,-,1.1,72.2,0.9,1,6.65
155,Andre Sousa,Belenenses,27,27(3),2174,3,-,9,-,1.2,77.1,0.6,-,6.65
156,Vitor Gomes,Aves,30,26(2),2083,2,2,6,-,0.8,70.5,0.9,-,6.65
157,Edson,Feirense,26,24(3),2029,1,2,5,-,1.3,66.8,0.3,-,6.64
158,Fabio Espinho,Boavista,32,33,2754,4,5,7,-,1.3,80.1,0.8,-,6.64
159,Antonio Xavier,Pacos de Ferreira,25,32(1),2636,-,8,4,-,0.9,74.4,0.3,1,6.64
160,Jean Sony Alcenat,Feirense,32,28,2460,-,1,5,1,0.2,69.2,0.7,-,6.63
161,Vincent Sasso,Belenenses,27,15(3),1343,1,-,3,2,0.4,87,1.6,1,6.63
162,Paulinho,Chaves,26,33,2960,-,3,7,-,0.6,81.1,0.6,-,6.63
163,Rodrigo Pinho,Maritimo,27,22(6),1967,4,1,4,-,1.9,75.9,1,2,6.63
164,Nelson Monte,Rio Ave,22,24(2),2202,-,-,3,-,0.2,85.2,1.4,-,6.62
165,Arnold Issoko,Vitoria de Setubal,26,21(9),2092,1,1,4,-,0.4,67.2,0.4,1,6.62
166,Mateus,Boavista,33,19(12),1787,6,1,6,-,1.8,70.1,0.9,1,6.62
167,Guedes,Aves,24,13(7),1170,3,1,2,-,1.6,67.7,4.3,-,6.62
168,Pedro Henrique,Vitoria de Guimaraes,25,21,1846,-,-,5,-,0.4,83.9,2.1,-,6.62
169,Andre Leao,Pacos de Ferreira,33,16(2),1348,-,-,7,-,0.4,82.7,1.6,1,6.62
170,Neto,Moreirense,26,26(3),2169,1,2,12,-,0.9,75.8,0.6,-,6.62
161,Vincent Sasso,Belenenses,27,15(3),1343,1,-,3,2,0.4,87,1.6,1,6.63
162,Paulinho,Chaves,26,33,2960,-,3,7,-,0.6,81.1,0.6,-,6.63
163,Rodrigo Pinho,Maritimo,27,22(6),1967,4,1,4,-,1.9,75.9,1,2,6.63
164,Nelson Monte,Rio Ave,22,24(2),2202,-,-,3,-,0.2,85.2,1.4,-,6.62
165,Arnold Issoko,Vitoria de Setubal,26,21(9),2092,1,1,4,-,0.4,67.2,0.4,1,6.62
166,Mateus,Boavista,33,19(12),1787,6,1,6,-,1.8,70.1,0.9,1,6.62
167,Guedes,Aves,24,13(7),1170,3,1,2,-,1.6,67.7,4.3,-,6.62
168,Pedro Henrique,Vitoria de Guimaraes,25,21,1846,-,-,5,-,0.4,83.9,2.1,-,6.62
169,Andre Leao,Pacos de Ferreira,33,16(2),1348,-,-,7,-,0.4,82.7,1.6,1,6.62
170,Neto,Moreirense,26,26(3),2169,1,2,12,-,0.9,75.8,0.6,-,6.62
171,Charles,Maritimo,24,26(1),2386,-,-,4,-,-,39,0.4,-,6.61
172,Claude Goncalves,Tondela,24,20(5),1866,-,-,4,-,0.3,70.6,1.4,-,6.61
173,Rafael Martins,Vitoria de Guimaraes,29,13(14),1389,6,3,3,-,1.6,59.9,1.1,2,6.61
174,Ahmed Hassan,Braga,25,12(8),1058,5,1,4,-,1.5,70,1.3,-,6.61
175,Pedro Nuno,Tondela,23,25(4),1846,2,2,4,-,1.5,71,0.9,-,6.60
176,Bruno Tabata,Portimonense,21,15(4),1119,2,4,6,1,0.7,71.5,0.2,-,6.60
177,Raul Jimenez,Benfica,27,6(27),970,6,6,3,-,1.5,68.7,1.5,1,6.59
178,Costinha,Vitoria de Setubal,25,31(1),2742,2,2,7,-,0.6,74.6,0.8,-,6.59
179,Yusupha Om Njie,Boavista,24,13(4),1157,4,-,3,1,1.5,70.3,1.1,1,6.58
180,Wellington,Portimonense,25,15(12),1402,4,4,1,-,1.3,72,0.6,1,6.58
171,Charles,Maritimo,24,26(1),2386,-,-,4,-,-,39,0.4,-,6.61
172,Claude Goncalves,Tondela,24,20(5),1866,-,-,4,-,0.3,70.6,1.4,-,6.61
173,Rafael Martins,Vitoria de Guimaraes,29,13(14),1389,6,3,3,-,1.6,59.9,1.1,2,6.61
174,Ahmed Hassan,Braga,25,12(8),1058,5,1,4,-,1.5,70,1.3,-,6.61
175,Pedro Nuno,Tondela,23,25(4),1846,2,2,4,-,1.5,71,0.9,-,6.60
176,Bruno Tabata,Portimonense,21,15(4),1119,2,4,6,1,0.7,71.5,0.2,-,6.60
177,Raul Jimenez,Benfica,27,6(27),970,6,6,3,-,1.5,68.7,1.5,1,6.59
178,Costinha,Vitoria de Setubal,25,31(1),2742,2,2,7,-,0.6,74.6,0.8,-,6.59
179,Yusupha Om Njie,Boavista,24,13(4),1157,4,-,3,1,1.5,70.3,1.1,1,6.58
180,Wellington,Portimonense,25,15(12),1402,4,4,1,-,1.3,72,0.6,1,6.58
181,Domingos Duarte,Chaves,23,30,2677,-,-,7,1,0.2,85.9,1.5,-,6.58
182,Jose Semedo,Vitoria de Setubal,33,16(1),1331,-,-,5,1,0.2,78.3,2.5,-,6.58
183,Joao Aurelio,Vitoria de Guimaraes,29,19(3),1715,-,2,5,-,0.4,75.5,0.7,-,6.57
184,Helder Tavares,Tondela,28,27(5),2463,2,2,6,-,0.7,66.8,1,1,6.57
185,Nikola Maras,Chaves,22,29,2566,1,-,4,-,0.3,87.9,1.9,-,6.57
186,Bruno Xadas,Braga,20,11(10),965,2,3,1,-,1.5,77.3,0.1,-,6.54
187,Haris Seferovic,Benfica,26,9(11),832,4,2,1,-,1.5,72.5,0.5,-,6.54
188,Alhassan Wakaso,Vitoria de Guimaraes,26,16(1),1251,-,-,4,1,0.9,81.6,1.9,-,6.54
189,Bruno Varela,Benfica,23,29,2610,-,-,1,-,-,61.6,0.3,-,6.54
190,Chambos Kyriakou,Estoril,23,12(7),1207,2,-,3,-,1.2,81.9,0.4,1,6.53
181,Domingos Duarte,Chaves,23,30,2677,-,-,7,1,0.2,85.9,1.5,-,6.58
182,Jose Semedo,Vitoria de Setubal,33,16(1),1331,-,-,5,1,0.2,78.3,2.5,-,6.58
183,Joao Aurelio,Vitoria de Guimaraes,29,19(3),1715,-,2,5,-,0.4,75.5,0.7,-,6.57
184,Helder Tavares,Tondela,28,27(5),2463,2,2,6,-,0.7,66.8,1,1,6.57
185,Nikola Maras,Chaves,22,29,2566,1,-,4,-,0.3,87.9,1.9,-,6.57
186,Bruno Xadas,Braga,20,11(10),965,2,3,1,-,1.5,77.3,0.1,-,6.54
187,Haris Seferovic,Benfica,26,9(11),832,4,2,1,-,1.5,72.5,0.5,-,6.54
188,Alhassan Wakaso,Vitoria de Guimaraes,26,16(1),1251,-,-,4,1,0.9,81.6,1.9,-,6.54
189,Bruno Varela,Benfica,23,29,2610,-,-,1,-,-,61.6,0.3,-,6.54
190,Chambos Kyriakou,Estoril,23,12(7),1207,2,-,3,-,1.2,81.9,0.4,1,6.53
191,Eduardo,Estoril,25,20(11),2033,2,2,5,-,1.6,79.7,0.1,-,6.53
192,Monteiro,Estoril,24,17,1453,1,1,2,-,0.4,83.1,1.4,-,6.53
193,Ricardo Nunes,Chaves,35,18,1608,-,-,1,-,-,57,0.3,2,6.53
194,Ewerton,Portimonense,25,20(6),1751,1,2,4,-,0.9,82.5,0.6,-,6.52
195,Hichem Belkaroui,Moreirense,27,14(2),1236,-,-,5,2,0.6,74.5,3.4,-,6.52
196,Vasco Fernandes,Vitoria de Setubal,31,22,1914,1,-,7,2,0.2,79.4,1.7,1,6.52
197,Cristian Arango,Aves,23,8(11),890,1,3,2,-,1.9,66.5,0.8,-,6.52
198,Douglas,Vitoria de Guimaraes,35,19,1650,-,-,1,1,-,53.2,0.5,-,6.52
199,Ricardo,Pacos de Ferreira,37,14(3),1304,-,-,7,-,0.6,74.9,2.8,-,6.51
200,Rafael Costa,Moreirense,27,12(9),1161,2,3,5,-,1.7,76.3,0.6,1,6.51
191,Eduardo,Estoril,25,20(11),2033,2,2,5,-,1.6,79.7,0.1,-,6.53
192,Monteiro,Estoril,24,17,1453,1,1,2,-,0.4,83.1,1.4,-,6.53
193,Ricardo Nunes,Chaves,35,18,1608,-,-,1,-,-,57,0.3,2,6.53
194,Ewerton,Portimonense,25,20(6),1751,1,2,4,-,0.9,82.5,0.6,-,6.52
195,Hichem Belkaroui,Moreirense,27,14(2),1236,-,-,5,2,0.6,74.5,3.4,-,6.52
196,Vasco Fernandes,Vitoria de Setubal,31,22,1914,1,-,7,2,0.2,79.4,1.7,1,6.52
197,Cristian Arango,Aves,23,8(11),890,1,3,2,-,1.9,66.5,0.8,-,6.52
198,Douglas,Vitoria de Guimaraes,35,19,1650,-,-,1,1,-,53.2,0.5,-,6.52
199,Ricardo,Pacos de Ferreira,37,14(3),1304,-,-,7,-,0.6,74.9,2.8,-,6.51
200,Rafael Costa,Moreirense,27,12(9),1161,2,3,5,-,1.7,76.3,0.6,1,6.51
201,Joao Gois,Pacos de Ferreira,28,17,1422,1,-,9,1,0.2,65.6,1.8,-,6.51
202,Joao Teixeira,Vitoria de Setubal,24,21(2),1694,2,1,4,-,0.8,74.6,0.4,2,6.51
203,Junior Tallo,Vitoria de Guimaraes,25,14(3),1277,1,4,2,-,1.7,72.4,1.8,-,6.51
204,Pedro Pinto,Vitoria de Setubal,23,20(4),1791,-,1,1,-,0.2,78.3,0.8,-,6.51
205,Tomas Podstawski,Vitoria de Setubal,23,20(5),1835,1,-,2,-,0.6,77.4,1.2,-,6.50
206,Andre Pedrosa,Vitoria de Setubal,21,13(5),1228,-,-,5,-,0.3,73,1.2,-,6.50
207,Ricardo Ferreira,Portimonense,28,30,2700,-,-,3,-,-,52.5,0.4,-,6.49
208,Luis Aurelio,Feirense,29,19(4),1606,-,-,4,-,0.5,67.8,0.9,-,6.49
209,Bruno Monteiro,Tondela,33,23(7),2035,1,1,3,-,0.5,73.5,1.2,-,6.49
210,Nene Bonilha,Vitoria de Setubal,26,17(3),1543,-,-,3,-,1,79.8,0.8,-,6.48
201,Joao Gois,Pacos de Ferreira,28,17,1422,1,-,9,1,0.2,65.6,1.8,-,6.51
202,Joao Teixeira,Vitoria de Setubal,24,21(2),1694,2,1,4,-,0.8,74.6,0.4,2,6.51
203,Junior Tallo,Vitoria de Guimaraes,25,14(3),1277,1,4,2,-,1.7,72.4,1.8,-,6.51
204,Pedro Pinto,Vitoria de Setubal,23,20(4),1791,-,1,1,-,0.2,78.3,0.8,-,6.51
205,Tomas Podstawski,Vitoria de Setubal,23,20(5),1835,1,-,2,-,0.6,77.4,1.2,-,6.50
206,Andre Pedrosa,Vitoria de Setubal,21,13(5),1228,-,-,5,-,0.3,73,1.2,-,6.50
207,Ricardo Ferreira,Portimonense,28,30,2700,-,-,3,-,-,52.5,0.4,-,6.49
208,Luis Aurelio,Feirense,29,19(4),1606,-,-,4,-,0.5,67.8,0.9,-,6.49
209,Bruno Monteiro,Tondela,33,23(7),2035,1,1,3,-,0.5,73.5,1.2,-,6.49
210,Nene Bonilha,Vitoria de Setubal,26,17(3),1543,-,-,3,-,1,79.8,0.8,-,6.48
211,Pepe,Estoril,21,19(3),1662,1,1,4,-,1.3,84.5,0.1,-,6.48
212,Jhonatan Luiz,Moreirense,27,34,3060,-,-,3,-,-,39.4,0.5,1,6.48
213,Pires,Portimonense,37,7(14),873,7,-,-,-,1.5,68.8,0.9,1,6.48
214,Bilel Aouacheria,Moreirense,24,21(5),1786,3,-,3,-,0.9,71,0.7,2,6.48
215,Edinho,Vitoria de Setubal,35,15(18),1598,9,1,4,-,1.5,59.5,2.2,1,6.46
216,Arsenio,Moreirense,28,24(5),2038,2,1,4,-,1,71.9,0.3,-,6.46
217,Ryan Gauld,Aves,22,6(13),504,1,1,2,-,0.5,82.6,0.1,1,6.45
218,Luiz Phellype,Pacos de Ferreira,24,12(13),1214,8,-,6,1,1.6,72.7,1.6,1,6.45
219,Gian,Pacos de Ferreira,25,12(6),1099,1,-,4,1,0.4,86.8,0.9,-,6.45
220,Platiny,Chaves,27,9(12),847,6,-,1,1,1,77.4,0.3,1,6.44
211,Pepe,Estoril,21,19(3),1662,1,1,4,-,1.3,84.5,0.1,-,6.48
212,Jhonatan Luiz,Moreirense,27,34,3060,-,-,3,-,-,39.4,0.5,1,6.48
213,Pires,Portimonense,37,7(14),873,7,-,-,-,1.5,68.8,0.9,1,6.48
214,Bilel Aouacheria,Moreirense,24,21(5),1786,3,-,3,-,0.9,71,0.7,2,6.48
215,Edinho,Vitoria de Setubal,35,15(18),1598,9,1,4,-,1.5,59.5,2.2,1,6.46
216,Arsenio,Moreirense,28,24(5),2038,2,1,4,-,1,71.9,0.3,-,6.46
217,Ryan Gauld,Aves,22,6(13),504,1,1,2,-,0.5,82.6,0.1,1,6.45
218,Luiz Phellype,Pacos de Ferreira,24,12(13),1214,8,-,6,1,1.6,72.7,1.6,1,6.45
219,Gian,Pacos de Ferreira,25,12(6),1099,1,-,4,1,0.4,86.8,0.9,-,6.45
220,Platiny,Chaves,27,9(12),847,6,-,1,1,1,77.4,0.3,1,6.44
221,Kuca,Boavista,28,16(11),1286,3,1,1,-,0.4,67.8,0.8,-,6.44
222,Rochinha,Boavista,23,14(13),1359,2,1,5,-,1,65.4,0.5,-,6.43
223,Bruno Braga,Aves,34,14(3),1057,-,3,5,-,0.9,80,0.3,-,6.43
224,Awer Mabil,Pacos de Ferreira,22,15(11),1437,2,3,1,1,0.9,74.3,0.3,1,6.43
225,Vasco Rocha,Pacos de Ferreira,29,16(7),1382,-,-,1,-,0.2,81.5,0.3,-,6.42
226,Derley,Aves,30,15(8),1444,2,-,2,1,1.6,70.1,2.6,-,6.42
227,Miguel Silva,Vitoria de Guimaraes,23,15(1),1407,-,-,-,-,-,48.1,0.6,-,6.42
228,Andre Geraldes,Belenenses,27,18(5),1544,-,-,3,-,0.2,75.9,0.9,-,6.41
229,Benny,Belenenses,21,8(11),827,2,1,3,-,1,80.9,0.4,-,6.40
230,Joao Gamboa,Maritimo,21,24(4),1919,1,1,2,2,0.4,75.3,0.8,-,6.40
221,Kuca,Boavista,28,16(11),1286,3,1,1,-,0.4,67.8,0.8,-,6.44
222,Rochinha,Boavista,23,14(13),1359,2,1,5,-,1,65.4,0.5,-,6.43
223,Bruno Braga,Aves,34,14(3),1057,-,3,5,-,0.9,80,0.3,-,6.43
224,Awer Mabil,Pacos de Ferreira,22,15(11),1437,2,3,1,1,0.9,74.3,0.3,1,6.43
225,Vasco Rocha,Pacos de Ferreira,29,16(7),1382,-,-,1,-,0.2,81.5,0.3,-,6.42
226,Derley,Aves,30,15(8),1444,2,-,2,1,1.6,70.1,2.6,-,6.42
227,Miguel Silva,Vitoria de Guimaraes,23,15(1),1407,-,-,-,-,-,48.1,0.6,-,6.42
228,Andre Geraldes,Belenenses,27,18(5),1544,-,-,3,-,0.2,75.9,0.9,-,6.41
229,Benny,Belenenses,21,8(11),827,2,1,3,-,1,80.9,0.4,-,6.40
230,Joao Gamboa,Maritimo,21,24(4),1919,1,1,2,2,0.4,75.3,0.8,-,6.40
231,Andreas Samaris,Benfica,28,4(14),516,1,-,-,-,0.4,82.6,0.3,-,6.40
232,Rafael Miranda,Vitoria de Guimaraes,33,19(9),1765,1,-,3,-,0.3,86.7,1.1,-,6.38
233,Fabio Sturgeon,Vitoria de Guimaraes,24,10(13),1033,-,1,3,-,0.5,77.5,2,-,6.38
234,Hugo Seco,Feirense,29,14(14),1392,1,2,8,-,0.6,64.2,0.4,1,6.38
235,Salvador Agra,Aves,26,17,1415,3,1,3,-,1.4,70.8,0.1,-,6.37
236,Bruno Moreira,Pacos de Ferreira,30,12(20),1318,4,5,-,-,1.3,70.8,1.6,-,6.36
237,Bruno Ramires,Moreirense,24,12(5),998,-,-,3,-,0.2,77.1,0.6,-,6.33
238,Cris,Feirense,34,14(4),1199,-,-,3,-,0.2,76.9,0.8,-,6.33
239,Oscar Barreto,Rio Ave,25,20(6),1496,1,-,4,-,1.2,72.9,0.2,1,6.32
240,Marcao,Rio Ave,22,15(5),1403,-,-,5,3,0.3,84.6,1.2,-,6.32
231,Andreas Samaris,Benfica,28,4(14),516,1,-,-,-,0.4,82.6,0.3,-,6.40
232,Rafael Miranda,Vitoria de Guimaraes,33,19(9),1765,1,-,3,-,0.3,86.7,1.1,-,6.38
233,Fabio Sturgeon,Vitoria de Guimaraes,24,10(13),1033,-,1,3,-,0.5,77.5,2,-,6.38
234,Hugo Seco,Feirense,29,14(14),1392,1,2,8,-,0.6,64.2,0.4,1,6.38
235,Salvador Agra,Aves,26,17,1415,3,1,3,-,1.4,70.8,0.1,-,6.37
236,Bruno Moreira,Pacos de Ferreira,30,12(20),1318,4,5,-,-,1.3,70.8,1.6,-,6.36
237,Bruno Ramires,Moreirense,24,12(5),998,-,-,3,-,0.2,77.1,0.6,-,6.33
238,Cris,Feirense,34,14(4),1199,-,-,3,-,0.2,76.9,0.8,-,6.33
239,Oscar Barreto,Rio Ave,25,20(6),1496,1,-,4,-,1.2,72.9,0.2,1,6.32
240,Marcao,Rio Ave,22,15(5),1403,-,-,5,3,0.3,84.6,1.2,-,6.32
241,Jhonder Cadiz,Moreirense,22,8(10),938,2,1,2,-,0.9,57.6,2.6,-,6.31
242,Jose Moreira,Estoril,36,17,1530,-,-,-,-,-,64.8,0.2,-,6.31
243,Luis Machado,Feirense,25,14(13),1372,3,2,5,1,1,68,0.4,-,6.31
244,Bruno Pereirinha,Belenenses,30,8(8),783,-,-,-,1,0.3,79.9,0.5,-,6.29
245,Ronaldo Pena,Moreirense,21,15(10),1440,3,-,4,-,0.8,72.9,0.4,-,6.28
246,Bruno Cesar,Sporting CP,29,8(11),616,-,-,6,-,0.7,86.1,0.2,-,6.27
247,Jorginho,Chaves,22,4(16),632,1,2,-,-,0.6,80.4,0.4,-,6.27
248,Andre Claro,Estoril,27,17(10),1353,1,-,1,-,1,76.6,0.5,-,6.26
249,Vitor Bruno,Boavista,28,10(7),832,-,1,6,-,0.4,70.7,0.6,-,6.26
250,Cristiano,Vitoria de Setubal,27,23,2070,-,-,3,-,-,51.2,0.4,-,6.25
241,Jhonder Cadiz,Moreirense,22,8(10),938,2,1,2,-,0.9,57.6,2.6,-,6.31
242,Jose Moreira,Estoril,36,17,1530,-,-,-,-,-,64.8,0.2,-,6.31
243,Luis Machado,Feirense,25,14(13),1372,3,2,5,1,1,68,0.4,-,6.31
244,Bruno Pereirinha,Belenenses,30,8(8),783,-,-,-,1,0.3,79.9,0.5,-,6.29
245,Ronaldo Pena,Moreirense,21,15(10),1440,3,-,4,-,0.8,72.9,0.4,-,6.28
246,Bruno Cesar,Sporting CP,29,8(11),616,-,-,6,-,0.7,86.1,0.2,-,6.27
247,Jorginho,Chaves,22,4(16),632,1,2,-,-,0.6,80.4,0.4,-,6.27
